m_uid,k_number,party
969950,12,Hadash
1376050,12,Hadash
968637,12,Hadash
2889981,12,Tehiya
471965,12,Tehiya
516228,12,Tehiya
2910130,12,Mapam
981725,12,Mapam
2253290,12,Mapam
365524,12,Tzomet
2778315,12,Tzomet
2909748,12,Moledet
170310,12,Moledet
2573759,12,Shinui
2890919,12,Shinui
2386604,12,Degel HaTorah
2614411,12,Degel HaTorah
2902417,12,Progressive List for Peace
2906098,12,Arab Democratic Party
2910660,13,Labor Party
2909091,13,Labor Party
548964,13,Labor Party
128888,13,Labor Party
2909723,13,Labor Party
2904289,13,Labor Party
736237,13,Labor Party
2906742,13,Labor Party
2904798,13,Labor Party
268262,13,Labor Party
2905752,13,Labor Party
2904337,13,Labor Party
2904347,13,Labor Party
2904939,13,Labor Party
2907550,13,Labor Party
1335169,13,Labor Party
2778335,13,Labor Party
234190,13,Labor Party
2081340,13,Labor Party
2904313,13,Labor Party
2776909,13,Labor Party
2904284,13,Labor Party
434987,13,Labor Party
2908277,13,Labor Party
2907092,13,Labor Party
2907296,13,Labor Party
2908342,13,Labor Party
2777873,13,Labor Party
57410,13,Labor Party
472117,13,Labor Party
34060,13,Labor Party
652581,13,Labor Party
2902314,13,Labor Party
2906636,13,Labor Party
2901767,13,Labor Party
2909079,13,Labor Party
791348,13,Labor Party
1296492,13,Labor Party
2628087,13,Labor Party
2900697,13,Labor Party
574033,13,Labor Party
2908301,13,Labor Party
949226,13,Labor Party
461900,13,Labor Party
2909043,13,Likud
2905433,13,Likud
2663586,13,Likud
1328935,13,Likud
2777415,13,Likud
1820307,13,Likud
2907047,13,Likud
2890624,13,Likud
2301106,13,Likud
547800,13,Likud
181832,13,Likud
2904671,13,Likud
2660886,13,Likud
1175220,13,Likud
522242,13,Likud
2907544,13,Likud
2904753,13,Likud
2908231,13,Likud
1159122,13,Likud
945024,13,Likud
361323,13,Likud
43723,13,Likud
941785,13,Likud
93181,13,Likud
2906997,13,Likud
553567,13,Likud
2900640,13,Likud
184351,13,Likud
60206,13,Likud
939899,13,Likud
573858,13,Likud
983154,13,Likud
267335,13,Meretz
2890162,13,Meretz
2890702,13,Meretz
2911768,13,Meretz
981725,13,Meretz
2573759,13,Meretz
2890919,13,Meretz
2901716,13,Meretz
143172,13,Meretz
2902290,13,Meretz
2253290,13,Meretz
2910047,13,Meretz
2905455,13,Tzomet
2904424,13,Tzomet
365524,13,Tzomet
2975491,13,Tzomet
2776377,13,Tzomet
2778132,13,Tzomet
2910007,13,Tzomet
2910435,13,Tzomet
2907559,13,National Religious Party
2910400,13,National Religious Party
2910106,13,National Religious Party
263543,13,National Religious Party
2909821,13,National Religious Party
2916597,13,National Religious Party
248159,13,Shas
2916912,13,Shas
2670985,13,Shas
2909069,13,Shas
2906376,13,Shas
2906605,13,Shas
2915117,13,United Torah Judaism
2907019,13,United Torah Judaism
605443,13,United Torah Judaism
2778243,13,United Torah Judaism
2890070,13,Hadash
2908359,13,Hadash
968637,13,Hadash
2909415,13,Moledet
2902091,13,Moledet
170310,13,Moledet
2906098,13,Arab Democratic Party
2890855,13,Arab Democratic Party
2910139,14,Labor Party
472117,14,Labor Party
791348,14,Labor Party
2908301,14,Labor Party
128888,14,Labor Party
234190,14,Labor Party
434987,14,Labor Party
2907203,14,Labor Party
1296492,14,Labor Party
125731,14,Labor Party
2909723,14,Labor Party
2907550,14,Labor Party
2907296,14,Labor Party
652581,14,Labor Party
2904939,14,Labor Party
2906636,14,Labor Party
2907092,14,Labor Party
461900,14,Labor Party
1337669,14,Labor Party
2777873,14,Labor Party
2906742,14,Labor Party
2905752,14,Labor Party
2904337,14,Labor Party
2628087,14,Labor Party
2630086,14,Labor Party
574033,14,Labor Party
57410,14,Labor Party
559208,14,Labor Party
462726,14,Labor Party
2909091,14,Labor Party
268262,14,Labor Party
1371549,14,Labor Party
548964,14,Labor Party
2904313,14,Labor Party
60206,14,Likud-Gesher-Tzomet
547800,14,Likud-Gesher-Tzomet
43723,14,Likud-Gesher-Tzomet
2663586,14,Likud-Gesher-Tzomet
1159122,14,Likud-Gesher-Tzomet
983154,14,Likud-Gesher-Tzomet
1175220,14,Likud-Gesher-Tzomet
2907544,14,Likud-Gesher-Tzomet
2901591,14,Likud-Gesher-Tzomet
93181,14,Likud-Gesher-Tzomet
1328935,14,Likud-Gesher-Tzomet
2910007,14,Likud-Gesher-Tzomet
920526,14,Likud-Gesher-Tzomet
2904424,14,Likud-Gesher-Tzomet
2904753,14,Likud-Gesher-Tzomet
522242,14,Likud-Gesher-Tzomet
2890150,14,Likud-Gesher-Tzomet
939899,14,Likud-Gesher-Tzomet
1820307,14,Likud-Gesher-Tzomet
2037896,14,Likud-Gesher-Tzomet
181832,14,Likud-Gesher-Tzomet
2776377,14,Likud-Gesher-Tzomet
2777415,14,Likud-Gesher-Tzomet
2905455,14,Likud-Gesher-Tzomet
365524,14,Likud-Gesher-Tzomet
2909043,14,Likud-Gesher-Tzomet
553567,14,Likud-Gesher-Tzomet
2301106,14,Likud-Gesher-Tzomet
2660886,14,Likud-Gesher-Tzomet
961939,14,Likud-Gesher-Tzomet
29427,14,Likud-Gesher-Tzomet
197108,14,Likud-Gesher-Tzomet
2670985,14,Shas
2909069,14,Shas
2331314,14,Shas
2916806,14,Shas
557424,14,Shas
2907721,14,Shas
2906605,14,Shas
2916912,14,Shas
2915390,14,Shas
2331109,14,Shas
2909821,14,National Religious Party
7183505,14,National Religious Party
263543,14,National Religious Party
2916597,14,National Religious Party
2900557,14,National Religious Party
2907559,14,National Religious Party
2910106,14,National Religious Party
2910400,14,National Religious Party
2891122,14,National Religious Party
2890919,14,Meretz
2911768,14,Meretz
2573759,14,Meretz
2910047,14,Meretz
981725,14,Meretz
2890162,14,Meretz
2890702,14,Meretz
2901716,14,Meretz
143172,14,Meretz
271402,14,Yisrael BaAliyah
1371452,14,Yisrael BaAliyah
360961,14,Yisrael BaAliyah
2890361,14,Yisrael BaAliyah
1711779,14,Yisrael BaAliyah
1382012,14,Yisrael BaAliyah
2904703,14,Yisrael BaAliyah
400729,14,Hadash-Balad
313589,14,Hadash-Balad
2908359,14,Hadash-Balad
2900436,14,Hadash-Balad
2890070,14,Hadash-Balad
2614411,14,United Torah Judaism
1391548,14,United Torah Judaism
2386604,14,United Torah Judaism
2915117,14,United Torah Judaism
132095,14,The Third Way
2081340,14,The Third Way
949226,14,The Third Way
2900647,14,The Third Way
2890168,14,Mada-Ra'am
2906098,14,Mada-Ra'am
2890855,14,Mada-Ra'am
2902373,14,Mada-Ra'am
2904001,14,Moledet
170310,14,Moledet
125731,15,One Israel
57410,15,One Israel
1175220,15,One Israel
559208,15,One Israel
548964,15,One Israel
1380540,15,One Israel
736237,15,One Israel
2906742,15,One Israel
2909091,15,One Israel
234190,15,One Israel
128888,15,One Israel
652581,15,One Israel
2907550,15,One Israel
791348,15,One Israel
268262,15,One Israel
1337669,15,One Israel
706701,15,One Israel
2890150,15,One Israel
1296492,15,One Israel
2907092,15,One Israel
2908301,15,One Israel
462726,15,One Israel
2628087,15,One Israel
2630086,15,One Israel
2904313,15,One Israel
2908339,15,One Israel
43723,15,Likud
553567,15,Likud
181832,15,Likud
522242,15,Likud
939899,15,Likud
920526,15,Likud
2777415,15,Likud
60206,15,Likud
2660886,15,Likud
455854,15,Likud
2910042,15,Likud
2301106,15,Likud
487304,15,Likud
1820307,15,Likud
2904753,15,Likud
548185,15,Likud
547800,15,Likud
151796,15,Likud
2584267,15,Likud
2909069,15,Shas
2907072,15,Shas
557424,15,Shas
2916912,15,Shas
2915390,15,Shas
2331325,15,Shas
2907721,15,Shas
2331314,15,Shas
2916806,15,Shas
2331109,15,Shas
2907004,15,Shas
2915482,15,Shas
2906357,15,Shas
2612867,15,Shas
2909722,15,Shas
2906325,15,Shas
2908328,15,Shas
143172,15,Meretz
2890702,15,Meretz
981725,15,Meretz
2890919,15,Meretz
2911768,15,Meretz
2630062,15,Meretz
2890777,15,Meretz
2630091,15,Meretz
2890162,15,Meretz
2907520,15,Meretz
360961,15,Yisrael BaAliyah
1711779,15,Yisrael BaAliyah
2890361,15,Yisrael BaAliyah
271402,15,Yisrael BaAliyah
2901947,15,Yisrael BaAliyah
2907063,15,Yisrael BaAliyah
471751,15,Shinui
2573759,15,Shinui
273685,15,Shinui
2909435,15,Shinui
2910007,15,Shinui
2000478,15,Shinui
29427,15,Centre Party
473775,15,Centre Party
1159122,15,Centre Party
945024,15,Centre Party
2906706,15,Centre Party
2910025,15,Centre Party
2910106,15,National Religious Party
2915616,15,National Religious Party
2916597,15,National Religious Party
2907559,15,National Religious Party
2581598,15,National Religious Party
1391548,15,United Torah Judaism
2614411,15,United Torah Judaism
2120884,15,United Torah Judaism
2386604,15,United Torah Judaism
2915117,15,United Torah Judaism
2890168,15,United Arab List
2890855,15,United Arab List
2908359,15,United Arab List
2902373,15,United Arab List
2901955,15,United Arab List
170310,15,National Union
263543,15,National Union
2037896,15,National Union
2904001,15,National Union
2582008,15,Hadash
2890532,15,Hadash
2890070,15,Hadash
58311,15,Yisrael Beiteinu
1382012,15,Yisrael Beiteinu
1371452,15,Yisrael Beiteinu
975776,15,Yisrael Beiteinu
313589,15,Balad
2420712,15,Balad
472117,15,One Nation
2583214,15,One Nation
60206,16,Likud
43723,16,Likud
2301106,16,Likud
553567,16,Likud
2910042,16,Likud
522242,16,Likud
487304,16,Likud
920526,16,Likud
2777415,16,Likud
2660886,16,Likud
445611,16,Likud
1362317,16,Likud
151796,16,Likud
1820307,16,Likud
939899,16,Likud
1175220,16,Likud
2612708,16,Likud
966349,16,Likud
2777511,16,Likud
2909322,16,Likud
945253,16,Likud
2141400,16,Likud
2909295,16,Likud
2748768,16,Likud
265006,16,Likud
1344931,16,Likud
2907371,16,Likud
2910119,16,Likud
2663804,16,Likud
1361809,16,Likud
2907728,16,Likud
93181,16,Likud
2330469,16,Likud
197108,16,Likud
547800,16,Likud
455854,16,Likud
2583214,16,Likud
2584267,16,Likud
477530,16,Labor Party-Meimad
128888,16,Labor Party-Meimad
57410,16,Labor Party-Meimad
1380540,16,Labor Party-Meimad
736237,16,Labor Party-Meimad
234190,16,Labor Party-Meimad
1337669,16,Labor Party-Meimad
1296492,16,Labor Party-Meimad
2563029,16,Labor Party-Meimad
706701,16,Labor Party-Meimad
983258,16,Labor Party-Meimad
652581,16,Labor Party-Meimad
1159747,16,Labor Party-Meimad
2613062,16,Labor Party-Meimad
791348,16,Labor Party-Meimad
2915700,16,Labor Party-Meimad
2630086,16,Labor Party-Meimad
2331049,16,Labor Party-Meimad
2909723,16,Labor Party-Meimad
471751,16,Shinui
2573759,16,Shinui
273685,16,Shinui
2909435,16,Shinui
2910007,16,Shinui
2000478,16,Shinui
2909102,16,Shinui
2907195,16,Shinui
2907679,16,Shinui
2908349,16,Shinui
2907988,16,Shinui
2907997,16,Shinui
2908312,16,Shinui
2907341,16,Shinui
2907331,16,Shinui
557424,16,Shas
2916912,16,Shas
2907721,16,Shas
2331325,16,Shas
2915390,16,Shas
2331314,16,Shas
2915482,16,Shas
2331109,16,Shas
2909722,16,Shas
2612867,16,Shas
2330483,16,Shas
58311,16,National Union
2904001,16,National Union
1382012,16,National Union
2891122,16,National Union
1371452,16,National Union
2375726,16,National Union
658454,16,National Union
143172,16,Meretz-Yachad
981725,16,Meretz-Yachad
2890702,16,Meretz-Yachad
2630062,16,Meretz-Yachad
2890361,16,Meretz-Yachad
2890777,16,Meretz-Yachad
175792,16,National Religious Party
2581598,16,National Religious Party
2916597,16,National Religious Party
2910106,16,National Religious Party
2909390,16,National Religious Party
2909950,16,National Religious Party
2120884,16,United Torah Judaism
2614411,16,United Torah Judaism
1391548,16,United Torah Judaism
2386604,16,United Torah Judaism
2614420,16,United Torah Judaism
2582008,16,Hadash
2890532,16,Hadash
2420712,16,Hadash
472117,16,One Nation
2907696,16,One Nation
2916806,16,One Nation
313589,16,Balad
2504940,16,Balad
2916393,16,Balad
271402,16,Yisrael BaAliyah
1711779,16,Yisrael BaAliyah
2890168,16,United Arab List
2890855,16,United Arab List
93181,17,Kadima
151796,17,Kadima
939899,17,Kadima
790699,17,Kadima
271402,17,Kadima
652581,17,Kadima
359689,17,Kadima
2301106,17,Kadima
547800,17,Kadima
920526,17,Kadima
1361809,17,Kadima
234190,17,Kadima
197108,17,Kadima
2141400,17,Kadima
2583898,17,Kadima
945253,17,Kadima
2612708,17,Kadima
2255438,17,Kadima
2748768,17,Kadima
2916806,17,Kadima
939996,17,Kadima
2613072,17,Kadima
1371452,17,Kadima
2777214,17,Kadima
2612715,17,Kadima
2907085,17,Kadima
2777786,17,Kadima
2903330,17,Kadima
2919162,17,Kadima
472117,17,Labor-Meimad
983258,17,Labor-Meimad
1337669,17,Labor-Meimad
791137,17,Labor-Meimad
2563029,17,Labor-Meimad
470654,17,Labor-Meimad
2613062,17,Labor-Meimad
128888,17,Labor-Meimad
2419510,17,Labor-Meimad
706701,17,Labor-Meimad
1380540,17,Labor-Meimad
2915700,17,Labor-Meimad
2776767,17,Labor-Meimad
2630086,17,Labor-Meimad
2331049,17,Labor-Meimad
2855739,17,Labor-Meimad
705562,17,Labor-Meimad
2331073,17,Labor-Meimad
2899838,17,Labor-Meimad
557424,17,Shas
2915390,17,Shas
2331325,17,Shas
2915482,17,Shas
970354,17,Shas
2331314,17,Shas
2331109,17,Shas
2612867,17,Shas
2330483,17,Shas
84093,17,Shas
2330514,17,Shas
2919803,17,Shas
675940,17,Gil
2916519,17,Gil
2906666,17,Gil
2906757,17,Gil
2778290,17,Gil
2778264,17,Gil
2906667,17,Gil
43723,17,Likud
553567,17,Likud
265006,17,Likud
2663804,17,Likud
966349,17,Likud
1820307,17,Likud
455854,17,Likud
1362317,17,Likud
522242,17,Likud
487304,17,Likud
2583214,17,Likud
1711779,17,Likud
58311,17,Yisrael Beiteinu
1385119,17,Yisrael Beiteinu
2373588,17,Yisrael Beiteinu
528225,17,Yisrael Beiteinu
1967775,17,Yisrael Beiteinu
462726,17,Yisrael Beiteinu
2044736,17,Yisrael Beiteinu
974653,17,Yisrael Beiteinu
984473,17,Yisrael Beiteinu
2059469,17,Yisrael Beiteinu
2059478,17,Yisrael Beiteinu
2904001,17,National Union-NRP
2581598,17,National Union-NRP
2891122,17,National Union-NRP
175792,17,National Union-NRP
2909950,17,National Union-NRP
2910106,17,National Union-NRP
2907245,17,National Union-NRP
658454,17,National Union-NRP
2375726,17,National Union-NRP
2120884,17,United Torah Judaism
1391548,17,United Torah Judaism
2386604,17,United Torah Judaism
2915117,17,United Torah Judaism
2330547,17,United Torah Judaism
2899881,17,United Torah Judaism
981725,17,Meretz-Yachad
2890702,17,Meretz-Yachad
2630062,17,Meretz-Yachad
2890777,17,Meretz-Yachad
467354,17,Meretz-Yachad
2914999,17,United Arab List
2420712,17,United Arab List
2890855,17,United Arab List
2906664,17,United Arab List
2582008,17,Hadash
1660317,17,Hadash
2658565,17,Hadash
2504940,17,Balad
2916393,17,Balad
2916329,17,Balad
359689,18,Kadima
234190,18,Kadima
1361809,18,Kadima
939899,18,Kadima
2612708,18,Kadima
271402,18,Kadima
2612715,18,Kadima
2141400,18,Kadima
2080721,18,Kadima
939996,18,Kadima
2612721,18,Kadima
2919162,18,Kadima
2331382,18,Kadima
945253,18,Kadima
2277956,18,Kadima
2903330,18,Kadima
2907085,18,Kadima
1385119,18,Kadima
2330567,18,Kadima
2613072,18,Kadima
2066203,18,Kadima
2060651,18,Kadima
2330582,18,Kadima
2332924,18,Kadima
2892496,18,Kadima
2647610,18,Kadima
2917373,18,Kadima
4695783,18,Kadima
43723,18,Likud
966349,18,Likud
2663804,18,Likud
455854,18,Likud
2663586,18,Likud
265006,18,Likud
553567,18,Likud
981881,18,Likud
1362317,18,Likud
2330469,18,Likud
487304,18,Likud
1711779,18,Likud
522242,18,Likud
2583214,18,Likud
1820307,18,Likud
1159122,18,Likud
445606,18,Likud
445611,18,Likud
2583898,18,Likud
2330458,18,Likud
2330498,18,Likud
2584267,18,Likud
2919440,18,Likud
2330538,18,Likud
2919288,18,Likud
128949,18,Likud
501917,18,Likud
58311,18,Yisrael Beiteinu
2660886,18,Yisrael Beiteinu
1967775,18,Yisrael Beiteinu
2044736,18,Yisrael Beiteinu
462726,18,Yisrael Beiteinu
466537,18,Yisrael Beiteinu
2914839,18,Yisrael Beiteinu
2059478,18,Yisrael Beiteinu
444147,18,Yisrael Beiteinu
462669,18,Yisrael Beiteinu
974653,18,Yisrael Beiteinu
1572575,18,Yisrael Beiteinu
2059487,18,Yisrael Beiteinu
2059469,18,Yisrael Beiteinu
984473,18,Yisrael Beiteinu
557424,18,Shas
970354,18,Shas
2915390,18,Shas
2331325,18,Shas
2915482,18,Shas
2330483,18,Shas
2331314,18,Shas
2331109,18,Shas
2612867,18,Shas
2330514,18,Shas
84093,18,Shas
2419510,18,Labor Party
983258,18,Labor Party
791137,18,Labor Party
2613062,18,Labor Party
128888,18,Labor Party
2331338,18,Labor Party
705562,18,Labor Party
2855739,18,Labor Party
125731,18,Independence
1380540,18,Independence
2630086,18,Independence
2331049,18,Independence
2612852,18,Independence
2120884,18,United Torah Judaism
2386604,18,United Torah Judaism
2330547,18,United Torah Judaism
2082327,18,United Torah Judaism
2614420,18,United Torah Judaism
2579152,18,National Union
2375726,18,National Union
658454,18,National Union
2613056,18,National Union
2582008,18,Hadash
1660317,18,Hadash
2658565,18,Hadash
2330554,18,Hadash
2914999,18,United Arab List–Ta'al
2890855,18,United Arab List–Ta'al
305115,18,United Arab List–Ta'al
2420712,18,United Arab List–Ta'al
2613034,18,The Jewish Home
2581598,18,The Jewish Home
2331090,18,The Jewish Home
2630091,18,New Movement – Meretz
2916662,18,New Movement – Meretz
2630062,18,New Movement – Meretz
2504940,18,Balad
2916329,18,Balad
271450,18,Balad
1396120,19,Yesh Atid
3663039,19,Yesh Atid
3735925,19,Yesh Atid
3663051,19,Yesh Atid
2909958,19,Yesh Atid
3663054,19,Yesh Atid
4358425,19,Yesh Atid
2468984,19,Yesh Atid
3663205,19,Yesh Atid
3663042,19,Yesh Atid
3701621,19,Yesh Atid
3701624,19,Yesh Atid
3792108,19,Yesh Atid
3663047,19,Yesh Atid
3792124,19,Yesh Atid
3792115,19,Yesh Atid
3701630,19,Yesh Atid
3818024,19,Yesh Atid
3818031,19,Yesh Atid
43723,19,Likud
2663804,19,Likud
553567,19,Likud
487304,19,Likud
2919440,19,Likud
981881,19,Likud
2583898,19,Likud
445606,19,Likud
2330458,19,Likud
1711779,19,Likud
2583214,19,Likud
128949,19,Likud
1367272,19,Likud
1362317,19,Likud
2301106,19,Likud
522242,19,Likud
2919288,19,Likud
445611,19,Likud
2419510,19,Labor Party
983258,19,Labor Party
2613062,19,Labor Party
391262,19,Labor Party
3593226,19,Labor Party
3593286,19,Labor Party
892490,19,Labor Party
791137,19,Labor Party
4300460,19,Labor Party
3593364,19,Labor Party
3593430,19,Labor Party
3593505,19,Labor Party
2612721,19,Labor Party
4358433,19,Labor Party
705562,19,Labor Party
58311,19,Yisrael Beiteinu
2905470,19,Yisrael Beiteinu
2660886,19,Yisrael Beiteinu
462726,19,Yisrael Beiteinu
2044736,19,Yisrael Beiteinu
466537,19,Yisrael Beiteinu
462669,19,Yisrael Beiteinu
2059478,19,Yisrael Beiteinu
974653,19,Yisrael Beiteinu
1572575,19,Yisrael Beiteinu
2513525,19,Yisrael Beiteinu
984473,19,Yisrael Beiteinu
2899838,19,Yisrael Beiteinu
39318,19,The Jewish Home
2375726,19,The Jewish Home
2909950,19,The Jewish Home
3593541,19,The Jewish Home
2791686,19,The Jewish Home
3593637,19,The Jewish Home
3593674,19,The Jewish Home
3593700,19,The Jewish Home
3593944,19,The Jewish Home
3896412,19,The Jewish Home
3867185,19,The Jewish Home
7027480,19,The Jewish Home
557424,19,Shas
2915390,19,Shas
2915482,19,Shas
2331325,19,Shas
2330483,19,Shas
2331314,19,Shas
2331109,19,Shas
2612867,19,Shas
2330514,19,Shas
17280189,19,Shas
18702699,19,Shas
2120884,19,United Torah Judaism
2386604,19,United Torah Judaism
1391548,19,United Torah Judaism
2330547,19,United Torah Judaism
2082327,19,United Torah Judaism
2614420,19,United Torah Judaism
2899261,19,United Torah Judaism
151796,19,Hatnuah
477530,19,Hatnuah
472117,19,Hatnuah
4358424,19,Hatnuah
939899,19,Hatnuah
3818061,19,Hatnuah
2630062,19,Meretz
2630091,19,Meretz
2916662,19,Meretz
3594005,19,Meretz
3594030,19,Meretz
3818052,19,Meretz
2582008,19,Hadash
1660317,19,Hadash
2658565,19,Hadash
2330554,19,Hadash
2914999,19,United Arab List
305115,19,United Arab List
4705173,19,United Arab List
2504940,19,Balad
271450,19,Balad
4300370,19,Balad
359689,19,Kadima
2647610,19,Kadima
2420712,19,Ta'al
43723,20,Likud
2663804,20,Likud
1711779,20,Likud
487304,20,Likud
128949,20,Likud
2583898,20,Likud
2330458,20,Likud
2663586,20,Likud
2301106,20,Likud
1362317,20,Likud
445611,20,Likud
2919288,20,Likud
18755548,20,Likud
2583214,20,Likud
18785311,20,Likud
445606,20,Likud
19201160,20,Likud
19615491,20,Likud
19615664,20,Likud
2584267,20,Likud
19615870,20,Likud
790699,20,Likud
6839075,20,Likud
19627844,20,Likud
19627861,20,Likud
19627890,20,Likud
20824112,20,Likud
21794010,20,Likud
18368428,20,Likud
58004800,20,Likud
151796,20,Zionist Union
2419510,20,Zionist Union
892490,20,Zionist Union
3593364,20,Zionist Union
3593286,20,Zionist Union
3593226,20,Zionist Union
472117,20,Zionist Union
391262,20,Zionist Union
2613062,20,Zionist Union
3593430,20,Zionist Union
18764191,20,Zionist Union
2612715,20,Zionist Union
16131655,20,Zionist Union
3593505,20,Zionist Union
2612721,20,Zionist Union
18814813,20,Zionist Union
19634034,20,Zionist Union
12407970,20,Zionist Union
5422554,20,Zionist Union
21154875,20,Zionist Union
41292946,20,Zionist Union
41564316,20,Zionist Union
2331382,20,Zionist Union
4358433,20,Zionist Union
12181439,20,Joint List
305115,20,Joint List
2504940,20,Joint List
2420712,20,Joint List
12410181,20,Joint List
19607849,20,Joint List
271450,20,Joint List
2658565,20,Joint List
4705173,20,Joint List
28950315,20,Joint List
19628276,20,Joint List
34229146,20,Joint List
33112524,20,Joint List
1396120,20,Yesh Atid
3735925,20,Yesh Atid
3663051,20,Yesh Atid
3663054,20,Yesh Atid
18120856,20,Yesh Atid
2468984,20,Yesh Atid
3663042,20,Yesh Atid
4358425,20,Yesh Atid
3701621,20,Yesh Atid
4358424,20,Yesh Atid
3663047,20,Yesh Atid
6747307,20,Kulanu
2581825,20,Kulanu
15298651,20,Kulanu
16128811,20,Kulanu
19634043,20,Kulanu
19634024,20,Kulanu
19655898,20,Kulanu
19634029,20,Kulanu
2917373,20,Kulanu
60361222,20,Kulanu
2375726,20,The Jewish Home
3593541,20,The Jewish Home
2909950,20,The Jewish Home
3593700,20,The Jewish Home
18759744,20,The Jewish Home
2330483,20,Shas
17280189,20,Shas
2331109,20,Shas
27670547,20,Shas
2915482,20,Shas
40318665,20,Shas
50424294,20,Shas
58311,20,Yisrael Beiteinu
462726,20,Yisrael Beiteinu
1572575,20,Yisrael Beiteinu
974653,20,Yisrael Beiteinu
20898016,20,Yisrael Beiteinu
2120884,20,United Torah Judaism
2386604,20,United Torah Judaism
2330547,20,United Torah Judaism
2082327,20,United Torah Judaism
2614420,20,United Torah Judaism
2899261,20,United Torah Judaism
2630091,20,Meretz
3594030,20,Meretz
3594005,20,Meretz
3818052,20,Meretz
2909698,20,Meretz
39318,20,New Right
2791686,20,New Right
3867185,20,New Right
466537,20,Independent
43723,21,Likud
1711779,21,Likud
487304,21,Likud
2663804,21,Likud
966349,21,Likud
128949,21,Likud
2330458,21,Likud
723506,21,Likud
468394,21,Likud
445611,21,Likud
790699,21,Likud
2583898,21,Likud
2583214,21,Likud
2301106,21,Likud
2919288,21,Likud
1362317,21,Likud
445606,21,Likud
19201160,21,Likud
21794010,21,Likud
63107922,21,Likud
63111202,21,Likud
18785311,21,Likud
18755548,21,Likud
63116487,21,Likud
63124881,21,Likud
19615491,21,Likud
3593541,21,Likud
20824112,21,Likud
63092488,21,Likud
63166467,21,Likud
63087383,21,Likud
25490011,21,Likud
2909767,21,Likud
63197463,21,Likud
58004800,21,Likud
557436,21,Blue and White
1396120,21,Blue and White
981881,21,Blue and White
49067,21,Blue and White
18120890,21,Blue and White
3663051,21,Blue and White
6016683,21,Blue and White
3663054,21,Blue and White
8054214,21,Blue and White
2783222,21,Blue and White
6890749,21,Blue and White
6940081,21,Blue and White
3735925,21,Blue and White
7002735,21,Blue and White
20071724,21,Blue and White
3663042,21,Blue and White
7030786,21,Blue and White
2468984,21,Blue and White
7026303,21,Blue and White
47514932,21,Blue and White
4358424,21,Blue and White
3701621,21,Blue and White
61913859,21,Blue and White
3663047,21,Blue and White
28792417,21,Blue and White
18577963,21,Blue and White
6965078,21,Blue and White
6832388,21,Blue and White
30527509,21,Blue and White
3818024,21,Blue and White
20071716,21,Blue and White
50738495,21,Blue and White
62062074,21,Blue and White
59519064,21,Blue and White
63203042,21,Blue and White
2670985,21,Shas
2915390,21,Shas
2915482,21,Shas
2330483,21,Shas
17280189,21,Shas
27670547,21,Shas
63200127,21,Shas
50424294,21,Shas
2120884,21,United Torah Judaism
2386604,21,United Torah Judaism
1391548,21,United Torah Judaism
2330547,21,United Torah Judaism
61359772,21,United Torah Judaism
2899261,21,United Torah Judaism
2614420,21,United Torah Judaism
7007279,21,United Torah Judaism
12181439,21,Hadash–Ta'al
2420712,21,Hadash–Ta'al
12410181,21,Hadash–Ta'al
19628142,21,Hadash–Ta'al
61718702,21,Hadash–Ta'al
19628276,21,Hadash–Ta'al
19749308,21,Labor Party
2079300,21,Labor Party
3593364,21,Labor Party
2419510,21,Labor Party
472117,21,Labor Party
391262,21,Labor Party
58311,21,Yisrael Beiteinu
20898016,21,Yisrael Beiteinu
63183722,21,Yisrael Beiteinu
5360165,21,Yisrael Beiteinu
24276432,21,Yisrael Beiteinu
2906267,21,Union of the Right-Wing Parties
18759744,21,Union of the Right-Wing Parties
3593700,21,Union of the Right-Wing Parties
63176626,21,Union of the Right-Wing Parties
63181940,21,Union of the Right-Wing Parties
3818052,21,Meretz
2630091,21,Meretz
3594005,21,Meretz
3594030,21,Meretz
265006,21,Kulanu
19634024,21,Kulanu
19634043,21,Kulanu
19655898,21,Kulanu
62394296,21,Ra'am–Balad
61685599,21,Ra'am–Balad
19607849,21,Ra'am–Balad
61125543,21,Ra'am–Balad
557436,22,Blue and White
1396120,22,Blue and White
981881,22,Blue and White
49067,22,Blue and White
18120890,22,Blue and White
3663051,22,Blue and White
6016683,22,Blue and White
3663054,22,Blue and White
8054214,22,Blue and White
2783222,22,Blue and White
6890749,22,Blue and White
6940081,22,Blue and White
3735925,22,Blue and White
7002735,22,Blue and White
20071724,22,Blue and White
3663042,22,Blue and White
7030786,22,Blue and White
2468984,22,Blue and White
7026303,22,Blue and White
47514932,22,Blue and White
4358424,22,Blue and White
3701621,22,Blue and White
61913859,22,Blue and White
3663047,22,Blue and White
28792417,22,Blue and White
18577963,22,Blue and White
6965078,22,Blue and White
6832388,22,Blue and White
30527509,22,Blue and White
3818024,22,Blue and White
20071716,22,Blue and White
50738495,22,Blue and White
62062074,22,Blue and White
43723,22,Likud
1711779,22,Likud
487304,22,Likud
2663804,22,Likud
265006,22,Likud
966349,22,Likud
128949,22,Likud
2330458,22,Likud
723506,22,Likud
468394,22,Likud
445611,22,Likud
790699,22,Likud
2583898,22,Likud
2583214,22,Likud
19634024,22,Likud
2301106,22,Likud
2919288,22,Likud
1362317,22,Likud
445606,22,Likud
19201160,22,Likud
21794010,22,Likud
63107922,22,Likud
